Prior Probabilities:
dec_pos 0.2470703125
dec_neg 0.2421875
tru_pos 0.2529296875
tru_neg 0.2578125

Modeled Probabilities:
Word , dec_pos , dec_neg , tru_pos , tru_neg
strong , 4.481692287007574e-05 , 0.0001383508577753182 , 0.0001269089216971953 , 6.062810719049351e-05
specacular , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
woodwork , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
exclusive , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
tile , 4.481692287007574e-05 , 6.91754288876591e-05 , 0.0001269089216971953 , 0.00015157026797623377
ungodly , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
pie , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
anyone , 0.001389324608972348 , 0.0009338682899833979 , 0.0003384237911925208 , 0.0005153389111191949
kool-aid , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
massage , 0.0004481692287007574 , 0.00017293857221914775 , 4.23029738990651e-05 , 0.00018188432157148054
shriveled , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
season , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
tall , 8.963384574015148e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
matching , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
staying , 0.0021512122977636354 , 0.002628666297731046 , 0.0005922416345869114 , 0.0011822480902146234
uses , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
dizzy , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
dress , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 0.00012125621438098702
stature , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
narcissistic , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
deficiency , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
novice , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
sidewalks , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
giant , 8.963384574015148e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 6.062810719049351e-05
chatting , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
value , 8.963384574015148e-05 , 0.00017293857221914775 , 0.0005076356867887812 , 0.00030314053595246755
tools , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
littered , 4.481692287007574e-05 , 0.00010376314333148866 , 4.23029738990651e-05 , 3.0314053595246755e-05
dismayed , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
requested , 0.00017926769148030297 , 0.0010722191477587162 , 0.00042302973899065107 , 0.001000363768643143
blanket , 8.963384574015148e-05 , 0.00010376314333148866 , 4.23029738990651e-05 , 0.00018188432157148054
headache , 4.481692287007574e-05 , 0.00010376314333148866 , 4.23029738990651e-05 , 6.062810719049351e-05
identification , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
lures , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
pet-friendly , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
colored , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
chichi , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
unpainted , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
tuck , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
selfpark , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
absence , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
electrocuted , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
left-over , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
notably , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
excellence , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
younger , 8.963384574015148e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 0.00012125621438098702
brief , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 9.094216078574027e-05
unwind , 0.00017926769148030297 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
icing , 0.0001344507686102272 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
pricing , 0.0001344507686102272 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
bass , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
westfield , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
pollution , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
warmly , 0.0002240846143503787 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
resonably , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
supervisor , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
unfortunitly , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
log-on , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
dishes , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
cabs , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0001692118955962604 , 9.094216078574027e-05
wondering , 8.963384574015148e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
its , 0.001389324608972348 , 0.0007955174322080797 , 0.0006768475823850416 , 0.0013035043045956105
menus , 8.963384574015148e-05 , 0.00010376314333148866 , 4.23029738990651e-05 , 6.062810719049351e-05
splurge , 8.963384574015148e-05 , 0.00010376314333148866 , 4.23029738990651e-05 , 3.0314053595246755e-05
housecleaning , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
nastily , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
entrees , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
saying , 8.963384574015148e-05 , 0.00024211400110680687 , 0.0001269089216971953 , 0.0003334545895477143
exaggerated , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
caught , 4.481692287007574e-05 , 6.91754288876591e-05 , 0.0001269089216971953 , 6.062810719049351e-05
bill , 8.963384574015148e-05 , 0.00031128942999446594 , 8.46059477981302e-05 , 0.0005759670183096883
reporting , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
midway , 8.963384574015148e-05 , 3.458771444382955e-05 , 0.0003384237911925208 , 6.062810719049351e-05
organic , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
compared , 0.0001344507686102272 , 6.91754288876591e-05 , 0.0002538178433943906 , 0.0002121983751667273
ben , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
mom , 8.963384574015148e-05 , 6.91754288876591e-05 , 0.0001692118955962604 , 3.0314053595246755e-05
$99 , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0001692118955962604 , 3.0314053595246755e-05
04 , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
unwelcome , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
chipped , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
cycle , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
spitting , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
pcs , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
improvement , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 6.062810719049351e-05
december , 8.963384574015148e-05 , 6.91754288876591e-05 , 0.0001269089216971953 , 0.00018188432157148054
properties , 8.963384574015148e-05 , 0.00010376314333148866 , 0.0001269089216971953 , 0.00015157026797623377
mr , 4.481692287007574e-05 , 0.00010376314333148866 , 8.46059477981302e-05 , 6.062810719049351e-05
remainder , 4.481692287007574e-05 , 0.0001383508577753182 , 4.23029738990651e-05 , 6.062810719049351e-05
counted , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
minutia , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
radiating , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
20 , 4.481692287007574e-05 , 0.00038046485888212504 , 0.0001692118955962604 , 0.0003334545895477143
ordered , 0.0002240846143503787 , 0.000691754288876591 , 0.0003384237911925208 , 0.0003637686431429611
sufficient , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
factory-like , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
batteries , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
smoker , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
message , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
74 , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
anticipation , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
heavenly , 0.0001344507686102272 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
terrible , 4.481692287007574e-05 , 0.0006571665744327615 , 8.46059477981302e-05 , 0.00039408269673820784
steer , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
renovations , 8.963384574015148e-05 , 0.00010376314333148866 , 0.0001269089216971953 , 0.0002121983751667273
marriott , 8.963384574015148e-05 , 0.00010376314333148866 , 0.0001269089216971953 , 0.0002121983751667273
long--as , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
apply , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
dishonest , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
pictured , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
lifted , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
plasma , 8.963384574015148e-05 , 3.458771444382955e-05 , 0.00021151486949532553 , 3.0314053595246755e-05
upstairs , 4.481692287007574e-05 , 0.00010376314333148866 , 8.46059477981302e-05 , 0.00012125621438098702
reality-is , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
king-size , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
drops , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
-bobby , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
block , 4.481692287007574e-05 , 0.00010376314333148866 , 0.000803756504082237 , 0.00024251242876197404
serenity , 0.0001344507686102272 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
emanating , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
assumed , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
suites , 0.0008515215345314391 , 0.0006225788599889319 , 0.0006345446084859766 , 0.00024251242876197404
dripped , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
restorative , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
requesting , 8.963384574015148e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
nor , 4.481692287007574e-05 , 0.0003458771444382955 , 0.0001269089216971953 , 0.0004547108039287013
beer , 8.963384574015148e-05 , 6.91754288876591e-05 , 0.00021151486949532553 , 0.00012125621438098702
evian , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
flown , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
flooding , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
extensively , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
reassured , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 9.094216078574027e-05
approximately , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 0.00015157026797623377
downloads , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
buckingham , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0001269089216971953 , 3.0314053595246755e-05
pack , 8.963384574015148e-05 , 0.0001383508577753182 , 4.23029738990651e-05 , 0.00012125621438098702
shocked , 0.0001344507686102272 , 0.00010376314333148866 , 4.23029738990651e-05 , 0.00018188432157148054
puckered , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
away , 0.0014789584547124995 , 0.0007263420033204206 , 0.0011844832691738228 , 0.0009700497150478962
aaa , 8.963384574015148e-05 , 6.91754288876591e-05 , 0.0001692118955962604 , 3.0314053595246755e-05
quiet , 0.00035853538296060593 , 0.00010376314333148866 , 0.0012690892169719531 , 0.0004547108039287013
closet , 8.963384574015148e-05 , 0.00010376314333148866 , 0.0001692118955962604 , 0.0006062810719049351
party , 0.00017926769148030297 , 0.0003458771444382955 , 8.46059477981302e-05 , 0.0004243967503334546
priceless , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
yorkers , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
ta , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0001692118955962604 , 6.062810719049351e-05
rollins , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
filet , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 0.00012125621438098702
spaces , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
partaking , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
sweatshirt , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
damage , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
odyssey , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
chicago-centric , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
35th , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
skimpy , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
fabric , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
cleanest , 0.00017926769148030297 , 3.458771444382955e-05 , 0.0001269089216971953 , 3.0314053595246755e-05
cereal , 4.481692287007574e-05 , 6.91754288876591e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
apart , 8.963384574015148e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 0.00015157026797623377
defiant , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
neighborhoods , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
significantly , 4.481692287007574e-05 , 0.00010376314333148866 , 0.0001269089216971953 , 3.0314053595246755e-05
big , 0.0008515215345314391 , 0.00041505257332595465 , 0.0010998773213756927 , 0.0006062810719049351
love , 0.0008067046116613634 , 0.00017293857221914775 , 0.0007614535301831719 , 0.00030314053595246755
$48 , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0001269089216971953 , 6.062810719049351e-05
exceedingly , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
accomodating , 8.963384574015148e-05 , 6.91754288876591e-05 , 0.0001692118955962604 , 3.0314053595246755e-05
sw , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
inspiring , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
period , 4.481692287007574e-05 , 0.00020752628666297732 , 8.46059477981302e-05 , 6.062810719049351e-05
california , 4.481692287007574e-05 , 6.91754288876591e-05 , 8.46059477981302e-05 , 6.062810719049351e-05
overcharge , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
sony , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
centralized , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
webcams , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
luxuries , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
rough , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
epicenter , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
facade , 4.481692287007574e-05 , 0.0001383508577753182 , 4.23029738990651e-05 , 3.0314053595246755e-05
non-smoker , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
services , 0.0002689015372204544 , 0.0005879911455451024 , 0.0001269089216971953 , 0.00024251242876197404
refered , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
famous , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
monitors , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
$12 , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
subway , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0002961208172934557 , 0.00012125621438098702
genuine , 0.0001344507686102272 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
aspires , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
marco , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
celebrating , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
deluxe , 0.0002240846143503787 , 0.00024211400110680687 , 0.0001692118955962604 , 0.00012125621438098702
small , 0.0002689015372204544 , 0.0012451577199778638 , 0.001565210034265409 , 0.0020613556444767796
checked , 0.0004929861515708332 , 0.0014526840066408412 , 0.0005499386606878464 , 0.001242876197405117
dock , 4.481692287007574e-05 , 6.91754288876591e-05 , 0.0001692118955962604 , 0.00012125621438098702
knickerbocker , 0.0008963384574015148 , 0.0005879911455451024 , 0.0005076356867887812 , 0.0003334545895477143
abutting , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
variety , 0.0001344507686102272 , 0.00020752628666297732 , 0.0001269089216971953 , 6.062810719049351e-05
impressive , 0.0002689015372204544 , 3.458771444382955e-05 , 8.46059477981302e-05 , 0.00012125621438098702
countless , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
month , 0.0003137184600905302 , 0.00017293857221914775 , 4.23029738990651e-05 , 0.0002121983751667273
incident , 4.481692287007574e-05 , 6.91754288876591e-05 , 8.46059477981302e-05 , 0.00018188432157148054
chain , 0.0001344507686102272 , 0.0002767017155506364 , 0.00021151486949532553 , 0.00018188432157148054
goldfish , 8.963384574015148e-05 , 3.458771444382955e-05 , 0.0001269089216971953 , 6.062810719049351e-05
unbeatable , 8.963384574015148e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
stay , 0.010083807645767042 , 0.007678472606530161 , 0.007826050171327044 , 0.006214380987025585
realised , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
decision , 0.0002240846143503787 , 0.0001383508577753182 , 4.23029738990651e-05 , 3.0314053595246755e-05
accept , 4.481692287007574e-05 , 0.00010376314333148866 , 4.23029738990651e-05 , 3.0314053595246755e-05
classical , 4.481692287007574e-05 , 6.91754288876591e-05 , 8.46059477981302e-05 , 6.062810719049351e-05
member , 0.0002689015372204544 , 0.00020752628666297732 , 0.0001692118955962604 , 0.00030314053595246755
wake , 0.0002689015372204544 , 6.91754288876591e-05 , 4.23029738990651e-05 , 0.00015157026797623377
leaning , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
learnt , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
escaped , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
fine , 0.00035853538296060593 , 0.00041505257332595465 , 0.0003384237911925208 , 0.0004547108039287013
soo , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
maintaining , 0.0001344507686102272 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
towncar , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
touches , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0003384237911925208 , 0.00012125621438098702
farthest , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
streamlined , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
channels , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 0.00018188432157148054
crap , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
multiple , 0.0001344507686102272 , 0.00017293857221914775 , 8.46059477981302e-05 , 0.00024251242876197404
intolerably , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
wer , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
depending , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
unique , 0.0001344507686102272 , 0.00017293857221914775 , 0.00021151486949532553 , 6.062810719049351e-05
scum , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
cleanliness , 0.00017926769148030297 , 0.0002767017155506364 , 0.0001269089216971953 , 6.062810719049351e-05
adequet , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
--nice , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
deserve , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
solution , 4.481692287007574e-05 , 0.00010376314333148866 , 4.23029738990651e-05 , 3.0314053595246755e-05
prepared , 0.0001344507686102272 , 0.00017293857221914775 , 0.0001692118955962604 , 9.094216078574027e-05
accommodations , 0.0008963384574015148 , 0.0006225788599889319 , 8.46059477981302e-05 , 9.094216078574027e-05
chewing , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
$85 , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
marley , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
pretend , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
airlines , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 6.062810719049351e-05
wallpaper , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 0.00030314053595246755
name , 0.0002689015372204544 , 0.0005188157166574433 , 0.0002538178433943906 , 0.00024251242876197404
robbery , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
snooty , 8.963384574015148e-05 , 0.00024211400110680687 , 4.23029738990651e-05 , 6.062810719049351e-05
diner , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
smokey , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
coolest , 0.0001344507686102272 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
lurve , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
heartily , 8.963384574015148e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
anywhere , 0.0002240846143503787 , 0.00017293857221914775 , 0.0002961208172934557 , 0.0002121983751667273
truely , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 6.062810719049351e-05
aaahed , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
summon , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
